date,wnvpresent,tmax,tmin,tavg,dewpoint,wetbulb,cool,preciptotal,daylighthours,species_CULEX ERRATICUS,species_CULEX PIPIENS,species_CULEX PIPIENS/RESTUANS,species_CULEX RESTUANS,species_CULEX SALINARIUS,species_CULEX TARSALIS,species_CULEX TERRITANS,codesum_BR,codesum_DZ,codesum_FG,codesum_HZ,codesum_RA,codesum_TS,codesum_TSRA,codesum_VCTS
2007-06-05,0,64,47,56,48,51,0,0.42,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,64,47,56,48,51,0,0.42,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,64,47,56,48,51,0,0.42,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,64,47,56,48,51,0,0.42,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,64,47,56,48,51,0,0.42,12,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2007-06-05,0,63,51,57,47,52,0,0.27,11,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,92,70,81,69,72,16,0.16,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2007-06-26,0,91,73,82,69,72,17,0.005,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,70,56,63,55,59,0,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-06-29,0,71,56,64,56,60,0,0.1592516845962894,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-07-02,0,79,53,66,50,58,1,0.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
