Id,SalePrice
1112,219571.55787576054
1623,188092.4655251734
1201,190690.03932805773
1513,121856.22570440138
957,217979.17942774587
1171,259018.1386663735
1145,196011.55063134938
2726,232272.54953088769
703,155063.5864974949
760,90808.2754820791
1964,137214.78326481453
2512,166027.2628282358
159,158306.87707490317
1281,155866.77553679614
468,180067.50219079183
290,118346.69507966761
665,113667.75331724511
1463,271877.91773633816
1792,230309.47742656834
923,144836.1928742114
500,291488.63378095935
1408,155802.79964235448
331,95421.90133570449
170,95349.4029042591
2192,98887.6532186897
2571,274565.62085486
2314,171539.69868263433
2647,111361.2052815712
422,426928.0839456884
2457,385594.1373361098
1838,193143.6002198459
2805,245025.46840409626
1645,151427.14784273168
1711,295094.3687497009
2825,267457.7631500025
322,372452.5816525316
2103,289675.97588813613
342,125169.20593546564
600,116702.97608830163
488,195330.56940485007
1725,347009.78168578487
2246,263147.88584887795
2847,136751.1104509444
806,249278.410517769
530,237750.1924740036
963,163044.89479845512
2678,92728.59428241302
171,87977.73856587254
2401,449241.1177426038
805,218725.45030159777
2259,208654.32833934907
1748,161837.6597389045
1361,144913.9382689456
1677,122064.16371975053
1406,150379.04676833996
2322,220031.62940830184
688,152156.40427421004
143,148835.48173016135
804,188603.60812320415
1214,162849.13575629046
2828,145373.45215254568
1999,177686.14906728867
2467,190435.65932560607
2665,164326.6288773581
1538,381929.9734907414
398,121221.35500217404
2822,123228.47468150349
2157,139947.3127589901
1856,197702.90033491392
1269,99354.75283670233
2570,115976.89570008658
2320,243146.24932236772
1517,158643.10027793836
2304,115146.75305826636
1312,104026.4788411861
2012,129671.20841685875
506,232696.8141788962
2865,220243.370772383
2367,107524.62066646904
554,89240.6879120305
238,136772.36372132122
1954,126704.82715440131
2488,153025.2761780272
2291,96611.29280144343
1969,108736.9340715755
2725,156786.64730782743
1482,133037.84685157886
2763,200446.6922156819
503,245627.56252792728
1584,234906.27271024225
1531,117580.85859745712
2210,185840.96652178507
459,360058.84015337034
556,134312.68996800634
1347,134532.1447170375
1290,90533.04760129812
1388,100488.24135368376
1571,197060.44740325917
2754,198625.60876638605
765,129363.51019521602
2494,134892.5442441204
2870,189611.8129002342
7,211244.4056219397
1114,226531.33380821586
2418,295791.671540615
291,155434.43608098134
18,338201.36942110094
39,370967.09362791316
1001,276199.8261773597
2442,254209.82580083114
616,109854.1608942924
2680,68306.63006078766
1414,131783.30777046387
289,132425.67669410916
40,267157.37573636003
860,130005.33085024194
409,140153.3773618359
673,146009.46967833687
2427,176089.6545234049
2036,213118.01262472878
2564,144052.39621758746
642,145509.04222463188
1008,170994.91351268598
1908,143492.13657320378
2519,204368.01795506023
1369,100006.92016968224
2855,151617.88632472203
712,97926.50663185584
1943,121368.1674583286
1958,122342.94797071128
107,143635.1763826284
2295,199741.04642262944
704,95435.6197717014
676,132830.23596547177
259,174365.33624395024
93,290630.16525838623
106,241415.51588374312
2315,187315.90051202668
1050,115035.12576539782
1095,186823.73922118236
2709,148301.8180203059
758,153167.57204096945
1496,159424.72532570892
2370,136112.65375980164
2458,268270.9786796987
2733,130739.54262015311
161,290282.3621441522
726,146510.3766965702
845,215522.62893686845
947,258335.83402862685
2232,127082.80540201045
2563,152618.53575161373
2299,118622.11624793959
211,95563.82145265868
605,160736.40758400783
1478,187113.02267879236
2247,265492.2912646702
2274,186196.18934313924
2869,173240.4873428372
967,232700.0896794508
2656,142728.26681645302
667,218653.8776704034
1042,117329.9628085306
2023,154056.09333002643
2447,396183.6424768434
2055,114003.97093446035
2275,294807.4964297543
2204,154494.5069196929
1563,264485.40440262936
483,206194.69109695498
796,130226.29507909302
1526,150238.37953696807
2042,144781.64872348605
442,340469.829905635
1693,306022.3775558242
1468,209444.82729682914
1430,186210.88598909852
2605,127992.15203271719
1529,172488.1163314783
335,160081.66005760554
1287,138175.40063477843
31,105435.14436417766
1785,297262.6360971466
82,156213.07173531648
2620,138294.13871080667
252,186478.6997795342
721,80734.27620070544
2165,177698.8554103304
2316,171895.0770324323
775,125567.13934846007
1558,91142.65347595705
17,212786.40119892854
1022,244208.1609943718
925,128033.30492757476
438,299227.4967217261
1270,132130.52365173458
1272,117564.79524085633
215,144009.14942264714
266,233974.31887978088
2402,262376.0906421829
1250,126520.3794824116
1984,116541.26508345036
1279,141117.41350969794
377,274193.9094567869
1252,122839.13058788824
2156,258532.63267077116
499,324601.8645897577
1374,115136.75927547656
2898,261996.42284333886
401,124070.08243246033
2721,142569.3321401623
2078,234239.2433129149
2589,136497.9305853014
1946,198549.81723591924
1334,132865.57510613598
2781,260517.04723168717
431,417394.0524183363
576,202892.4029219101
1474,201470.77903788822
2254,143510.15497219138
2155,301553.39672552067
885,118927.06872904324
643,148673.24666504774
1944,119777.37458162286
480,198921.9278986471
2845,112333.75399723876
2387,318556.5523945152
2407,206164.1940206248
2527,166390.90093823092
2514,143479.0459212418
629,159876.22580018075
80,231088.44980781752
1876,135709.22973861493
1546,133917.50294786383
2518,178042.19366864394
2347,161407.2464654118
783,193840.44546495198
1322,57203.764028046106
194,94964.06552759293
1770,302921.1939355315
2143,132266.68840222346
1229,192262.17875010596
511,283313.4810188954
46,208566.04171564366
1348,163281.8536161076
2465,188011.9650330901
387,227330.75799417257
873,190792.6868754038
1918,128542.32678387087
2764,234470.3428945549
2184,132097.48889293405
934,143254.31287000608
1920,129505.65152260679
2631,136371.2944411126
1768,715763.8143180846
2040,118308.42522914015
1749,223889.2413506164
834,232136.97617755277
1457,251092.56636721623
79,117209.65600634937
2302,127440.51631702704
1817,142951.5948057464
2755,257701.77819623862
359,167804.73075350077
2059,123098.99725325461
2092,234433.30750882003
2516,244911.0557566728
150,127481.34643577665
1656,149016.40972821304
83,101688.06566280051
2411,176059.59219768684
795,84199.15761812072
2312,235044.74839005602
2917,95179.62358686655
1624,176601.61235475523
2215,251850.98002942005
1211,152314.15071722755
1485,140221.46676301354
1024,153380.53046131268
570,197046.6496710698
2874,146976.44481186807
700,110396.21830734034
2756,235003.79731909564
2022,211111.96671780857
583,228772.92842980096
2392,349557.54419391876
2424,201450.18220879976
212,85998.83875626675
736,140076.16282831033
1610,164171.82144823513
890,130813.69352704659
467,176685.9894389978
578,233384.6226886288
1747,166448.13809571456
1149,159612.20313571492
2758,221911.6261488559
857,124860.76861526561
2219,276700.46266883874
733,111185.71425021882
2909,122473.78351306624
1798,278629.5156566896
235,95597.58787014743
2366,135471.32756906346
1027,134074.11440379062
1195,132928.04412838514
1303,73702.41152746255
148,160816.79460993217
608,147756.3552572853
2515,187193.353838097
821,284864.60702789907
2500,274829.0844128357
745,112293.327696208
741,134794.9367345053
1611,87980.21751604357
2532,125753.7879040193
1081,222251.17562010605
1692,461899.90198867134
2520,177371.8115874307
276,102055.16895889107
1992,141982.76644791785
663,79880.60955855271
418,131545.6016492147
1733,177873.26831810956
2359,150365.10107298446
253,190790.96055323904
1518,193706.4668634332
2035,137017.96695826622
2919,87780.78567128215
1540,229673.75699864508
2120,138040.285801007
1674,190754.2670899175
256,145495.1048330456
2361,105760.87404280761
978,91391.8988803802
2280,164038.51327470824
2095,223527.21853140817
1709,323356.3988129623
2801,239267.87995267293
1246,96731.74524780374
2373,108415.71239074037
1055,286454.0661849782
2017,118418.83032088581
1099,268568.8439599155
1344,91709.98876421715
835,182055.32899363147
1117,215751.98757956648
2043,103062.63725406307
2085,127764.74353161763
410,153070.4989597248
2650,124270.27214515227
2867,171225.54943920596
1668,123284.70478884471
1161,170377.10091520962
2122,165824.18211336242
2539,148292.92256205337
1047,142468.263669635
1445,135056.1932637965
541,134023.52329796564
569,248093.09024802927
1276,123871.94759914218
918,133325.9735000473
326,174894.90011731122
1936,133752.57732103294
895,98212.83786163072
257,132603.35801138432
1241,193268.1262938779
1545,126965.08673525514
1189,169266.42571888608
270,133160.96159392456
2066,150972.3499384416
693,107504.44247701316
1259,145378.6060402561
2916,137028.21419184445
2321,310254.3509074734
1977,100890.18650655099
1895,160799.40458495863
1240,159050.25883771759
85,153609.91630076477
1823,123976.01682997931
825,297189.0066199607
110,221519.3840721462
697,117500.9001816478
2297,106726.24723514746
1231,134615.4149376867
1355,121853.4907101235
968,350509.62070488016
584,215669.68357136432
1315,117472.89168849512
1606,138226.02175125884
206,125573.4198217279
1685,344762.0634549268
2016,139067.94736839418
869,221221.95309764257
2135,120096.22424094347
2346,167231.53617160703
2430,224505.9684104718
2198,96152.36501614875
2652,121742.52240179147
27,121639.00274276285
241,161455.57128486992
906,101030.31549297943
1506,95344.93860179206
2098,380170.2230605741
1435,203910.7042945241
2213,92427.39096613048
1274,143050.07135230867
743,49438.5204445892
1737,201461.77440246032
2797,284237.29939016624
2185,77822.34836705023
58,168976.9983281776
830,194266.34332216508
808,129497.34622468776
680,137066.64464009547
1153,112859.85060799634
1291,137907.11952110875
1818,143352.39516595047
2161,182559.37026756443
1883,129944.69192798331
350,366004.9935519568
2473,142661.07530192225
295,170722.5753277153
293,193556.80911304365
859,125498.7670311192
288,62131.480242255086
1578,131952.17389478593
102,157380.18082731433
2831,175631.62833826512
1030,154313.31884866883
2551,143904.64509704395
1286,139930.6072168615
958,314487.4234028824
776,124520.81016637394
72,196267.83143091138
2263,268707.30030633515
1866,151423.99725157133
2876,94191.01682120864
2146,282247.8268982642
103,161809.02131118783
1500,140003.06714698445
492,182349.04640645406
167,151469.04227968567
2597,117700.40659878415
2685,111362.07878083401
1035,158324.71067976858
1220,87343.59956487844
2602,156918.32134306146
2159,212001.19178351184
695,143634.64684016927
1109,256062.5826546853
640,171841.54261341924
1652,140234.37361669316
2090,182024.82998299302
1188,181157.4124961848
2345,226781.7185843031
1059,409437.1529405765
2751,247272.33090239624
128,214637.39601699502
1523,179542.12567103998
2925,169330.79619422456
2145,334179.8657906492
1121,216873.8203047461
566,322039.1587527019
565,239057.65345721244
1331,125238.70875746297
2928,114761.24014568259
156,133572.74594309417
797,118047.13104029931
327,112074.27120513067
2859,128251.08213126549
1453,123282.17721034103
1762,365658.9262746259
1868,202168.210036201
1760,192767.1491424648
1113,271829.14385153237
1812,200939.05621975608
117,157629.78140222427
1142,194613.07482970768
2342,373596.57161439717
927,130986.49077906334
2478,204179.95626949792
655,92670.6685035704
2064,130212.20406381955
369,232191.10021769168
2239,110570.51554175149
2732,202666.4877259432
1653,162954.84212597075
959,206945.38366812217
2395,332226.2894502744
1412,96823.93303050604
271,274491.0449764744
1484,133037.84685157886
1497,152622.60938494361
552,171178.1144724377
2,129697.26417877828
1855,302311.1921929068
4,256882.9933196708
2292,151437.97733077995
134,145726.39790169714
646,110192.8999319236
42,299885.9159267401
532,231785.12732309877
713,101122.94633980613
2561,124010.02915706125
2360,146414.28691089805
1333,126477.94713600364
1407,225702.8170104202
2892,288086.1257836568
574,224173.1017378228
1227,163296.69185715547
2591,203525.7939033999
1476,201153.10961540166
1125,255580.2443477285
1446,135191.02703370637
408,136828.0717437112
1101,295758.6251309106
2251,187516.1164053562
373,186142.058913505
2554,128719.6105824837
2382,275372.47960883455
1985,98760.08935380232
519,214489.97806194378
1093,191839.96961035294
864,276055.5025965806
2889,135745.32505641173
2308,171255.16812247812
986,148020.94983911543
1302,145809.73675452702
585,160370.6260485964
2708,155240.20671071002
147,142500.48897684563
1441,224133.08214324847
383,199346.29793655226
285,153607.24613102275
181,118451.56426789647
358,186399.5999139301
780,146797.0477690128
258,194198.0096155863
1865,209460.28945606173
692,139791.35899816296
2902,329796.58293116844
508,300493.2868572595
2638,149620.60340817878
36,137890.82997406786
611,178921.0053008651
2281,118458.81974870869
1678,122065.81367233582
1696,493907.1044931068
1557,98914.21013515035
2180,153521.76549251145
1726,218244.31911268347
951,135685.640568947
267,240973.61453538405
2706,123280.41536525398
2221,195172.85517628328
1357,245085.24276522628
2901,303616.3919789956
347,168817.50673140347
2164,178625.12412518857
1586,313729.71949172294
360,141599.3153159272
1769,235554.5404730349
2617,137017.72408962355
1879,150648.2273514978
991,224740.92139722005
1535,118035.1959303923
1191,155844.0373959712
1579,210404.9657075315
1882,155659.3274649985
1510,131754.3028285973
2196,166788.39452317572
1845,157380.18082731433
2336,374941.0968330522
942,100669.0934892158
861,130613.78955807944
2555,131569.9425287603
1392,152125.96569840092
2099,291011.56081231585
1543,130253.84957939916
948,280921.15926674305
1239,155281.43458207196
22,163707.98885706725
2796,255320.25372388272
2747,159599.37503923354
92,302039.8233298711
210,154480.62935467705
1858,202497.85082581145
2228,166311.72023440426
447,232481.85010679986
827,242734.93731766246
1649,195750.53728187626
682,134857.01298409532
2698,115207.79315624424
494,175920.26589452534
214,52056.80406169349
2441,272644.6998690981
2679,117800.41713343502
1336,118423.63140271517
465,175656.53108770208
1524,125342.13821247127
2543,115673.79185447941
631,147415.41591090913
2452,324623.9732773919
228,152890.11452749564
126,172483.64346456167
1092,213510.6946455837
1122,202255.67010089254
932,185237.41463471152
1980,99771.06648531798
2171,110014.32264115417
551,165481.1705382233
2768,154801.30183072557
2056,125457.70956609756
1159,381403.94024763355
2645,130341.16264883289
1174,158806.12423101126
2266,211780.50514808466
2462,370361.27433104947
1219,156199.88634617714
2922,183827.8073145472
118,145433.3672351588
474,173747.68972290517
2576,156839.65918691928
872,279024.02070935076
1077,210783.4869636302
1536,149758.36784737936
1150,125974.21695665736
2341,307282.69124401483
1931,147885.47425549617
2785,132116.57885408707
2538,137443.00618029822
597,203021.28328150936
464,187672.6266038813
233,222734.94846975902
2169,122282.73110923619
2123,165297.36200668
1867,167128.42976487963
137,238366.07006402483
515,214830.36835414747
933,131187.26986748975
2784,170851.2490763312
972,161113.64158863993
599,140698.49200209026
2614,116263.59926101065
2582,127580.65895292489
1409,159211.8955523143
175,113011.97211314674
352,217733.57780844363
976,109596.66728922656
2134,197357.54540931893
984,116072.66899980466
2396,328676.16293995705
1673,139353.35874542358
404,135419.89543226332
607,159420.04754989734
814,152694.1612143967
868,198089.04942413536
2271,207043.8098681264
1633,241080.2945982804
337,160954.68183743412
2765,165347.34172542632
1746,228260.32306783798
368,355811.34062697884
2806,195088.13151346386
1662,179732.14831566002
1234,216563.88025174575
1373,127722.12787430157
1672,113182.19640467042
1939,114464.01009774156
